postcode,Venue Locality,LGA,Federal Electorate,Vic State electorate,Venues,Master Table
2727,MINGAY,Cootamundra-Gundagai Regional,Riverina,,,
2729,ADELONG,Cootamundra-Gundagai Regional,Riverina,,,
2729,BACK CREEK,Cootamundra-Gundagai Regional,Riverina,,,
2729,BANGADANG,Cootamundra-Gundagai Regional,Riverina,,,
2729,BLACK CREEK,Cootamundra-Gundagai Regional,Riverina,,,
2729,CALIFAT,Cootamundra-Gundagai Regional,Riverina,,,
2729,COOLEYS CREEK,Cootamundra-Gundagai Regional,Riverina,,,
2729,DARLOW,Cootamundra-Gundagai Regional,Riverina,,,
2729,ELLERSLIE,Cootamundra-Gundagai Regional,Riverina,,,
2729,GRAHAMSTOWN,Cootamundra-Gundagai Regional,Riverina,,,
2729,MOUNT ADRAH,Cootamundra-Gundagai Regional,Riverina,,,
2729,MOUNT HOREB,Cootamundra-Gundagai Regional,Riverina,,,
2729,MUNDARLO,Cootamundra-Gundagai Regional,Riverina,,,
2729,SANDY GULLY,Cootamundra-Gundagai Regional,Riverina,,,
2729,SHARPS CREEK,Cootamundra-Gundagai Regional,Riverina,,,
2729,THE GROVE,Cootamundra-Gundagai Regional,Riverina,,,
2729,TUMBLONG,Cootamundra-Gundagai Regional,Riverina,,,
2729,WESTWOOD,Cootamundra-Gundagai Regional,Riverina,,,
2729,WONDALGA,Cootamundra-Gundagai Regional,Riverina,,,
2729,YAVEN CREEK,Cootamundra-Gundagai Regional,Riverina,,,
2730,BAGO,Snowy Valleys,Eden-Monaro,,,
2730,BATLOW,Snowy Valleys,Eden-Monaro,,,
2730,GREEN HILLS,Snowy Valleys,Eden-Monaro,,,
2730,KUNAMA,Snowy Valleys,Eden-Monaro,,,
2730,LOWER BAGO,Snowy Valleys,Eden-Monaro,,,
2731,BUNNALOO,Murray River,Farrer,,,
2731,MOAMA,Murray River,Farrer,,,
2731,TANTONAN,Murray River,Farrer,,,
2731,THYRA,Murray River,Farrer,,,
2731,WOMBOOTA,Murray River,Farrer,,,
2732,BARHAM,Murray River,Farrer,,,
2732,BURRABOI,Murray River,Farrer,,,
2732,COBRAMUNGA,Murray River,Farrer,,,
2732,GONN,Murray River,Farrer,,,
2732,NOORONG,Murray River,Farrer,,,
2732,THULE,Murray River,Farrer,,,
2732,TULLAKOOL,Murray River,Farrer,,,
2733,DHURAGOON,Murray River,Farrer,,,
2733,MOULAMEIN,Murray River,Farrer,,,
2733,NIEMUR,Murray River,Farrer,,,
2733,PEREKERTEN,Murray River,Farrer,,,
2734,COOBOOL,Balranald,Farrer,,,
2734,CUNNINYEUK,Balranald,Farrer,,,
2734,DILPURRA,Balranald,Farrer,,,
2734,KYALITE,Balranald,Farrer,,,
2734,MALLAN,Murray River,Farrer,,,
2734,MELLOOL,Balranald,Farrer,,,
2734,MOOLPA,Murray River,Farrer,,,
2734,MURRAY DOWNS,Murray River,Farrer,,,
2734,NACURRIE,Balranald,Farrer,,,
2734,SPEEWA ISLAND,Balranald,Farrer,,,
2734,STONY CROSSING,Balranald,Farrer,,,
2734,TOORANIE,Murray River,Farrer,,,
2734,TUELOGA,Balranald,Farrer,,,
2734,WETUPPA,Balranald,Farrer,,,
2735,KORALEIGH,Murray River,Farrer,,,
2735,SPEEWA,Murray River,Farrer,,,
2736,GOODNIGHT,Murray River,Farrer,,,
2736,TOOLEYBUC,Murray River,Farrer,,,
2737,BENANEE,Balranald,Farrer,,,
2737,EUSTON,Balranald,Farrer,,,
2738,GOL GOL,Wentworth,Farrer,,,
2738,MALLEE,Wentworth,Farrer,,,
2738,MONAK,Wentworth,Farrer,,,
2738,PARINGI,Wentworth,Farrer,,,
2738,TRENTHAM CLIFFS,Wentworth,Farrer,,,
2739,BOEILL CREEK,Wentworth,Farrer,,,
2739,BURONGA,Wentworth,Farrer,,,
2739,MOURQUONG,Wentworth,Farrer,,,
2745,GLENMORE PARK,Penrith,Lindsay,,,
2745,GREENDALE,Penrith,Lindsay,,,
2745,LUDDENHAM,Penrith,Lindsay,,,
2745,MULGOA,Penrith,Lindsay,,,
2745,REGENTVILLE,Penrith,Lindsay,,,
2745,WALLACIA,Penrith,Lindsay,,,
2747,CADDENS,Penrith,Lindsay,,,
2747,CAMBRIDGE GARDENS,Penrith,Lindsay,,,
2747,CAMBRIDGE PARK,Penrith,Lindsay,,,
2747,CLAREMONT MEADOWS,Penrith,Lindsay,,,
2747,JORDAN SPRINGS,Penrith,Lindsay,,,
2747,KINGSWOOD,Penrith,Lindsay,,,
2747,LLANDILO,Penrith,Lindsay,,,
2747,SHANE PARK,Penrith,Lindsay,,,
2747,SHANES PARK,Penrith,Lindsay,,,
2747,WERRINGTON,Penrith,Lindsay,,,
2747,WERRINGTON COUNTY,Penrith,Lindsay,,,
2747,WERRINGTON DOWNS,Penrith,Lindsay,,,
2748,ORCHARD HILLS,Penrith,McMahon,,,
2749,CASTLEREAGH,Penrith,Lindsay,,,
2749,CRANEBROOK,Penrith,Lindsay,,,
2750,EMU HEIGHTS,Penrith,Lindsay,,,
2750,EMU PLAINS,Penrith,Lindsay,,,
2750,JAMISONTOWN,Penrith,Lindsay,,,
2750,LEONAY,Penrith,Lindsay,,,
2750,PENRITH,Penrith,Lindsay,,,
2750,PENRITH PLAZA,Penrith,Lindsay,,,
2750,PENRITH SOUTH,Penrith,Lindsay,,,
2750,SOUTH PENRITH,Penrith,Lindsay,,,
2751,PENRITH,Northern Beaches,Chifley,,,
2752,SILVERDALE,Camden,Hume,,,
2752,WARRAGAMBA,Camden,Hume,,,
2753,AGNES BANKS,Penrith,Macquarie,,,
2753,BOWEN MOUNTAIN,Penrith,Macquarie,,,
2753,GROSE VALE,Penrith,Macquarie,,,
2753,GROSE WOLD,Penrith,Macquarie,,,
2753,HOBARTVILLE,Penrith,Macquarie,,,
2753,LONDONDERRY,Penrith,Macquarie,,,
2753,RICHMOND,Penrith,Macquarie,,,
2753,RICHMOND LOWLANDS,The Hills Shire,Macquarie,,,
2753,YARRAMUNDI,Penrith,Macquarie,,,
2754,NORTH RICHMOND,The Hills Shire,Macquarie,,,
2754,TENNYSON,The Hills Shire,Macquarie,,,
2754,THE SLOPES,The Hills Shire,Macquarie,,,
2756,BLIGH PARK,The Hills Shire,Macquarie,,,
2756,CATTAI,The Hills Shire,Macquarie,,,
2756,CENTRAL COLO,The Hills Shire,Macquarie,,,
2756,CLARENDON,The Hills Shire,Macquarie,,,
2756,COLO,The Hills Shire,Macquarie,,,
2756,COLO HEIGHTS,The Hills Shire,Macquarie,,,
2756,CORNWALLIS,The Hills Shire,Macquarie,,,
2756,CUMBERLAND REACH,The Hills Shire,Macquarie,,,
2756,EBENEZER,The Hills Shire,Macquarie,,,
2756,FREEMANS REACH,The Hills Shire,Macquarie,,,
2756,GLOSSODIA,The Hills Shire,Macquarie,,,
2756,LEETS VALE,The Hills Shire,Macquarie,,,
2756,LOWER PORTLAND,The Hills Shire,Macquarie,,,
2756,MAROOTA,The Hills Shire,Macquarie,,,
2756,MCGRATHS HILL,The Hills Shire,Macquarie,,,
2756,MELLONG,The Hills Shire,Macquarie,,,
2756,MULGRAVE,The Hills Shire,Macquarie,,,
2756,PITT TOWN,The Hills Shire,Macquarie,,,
2756,PITT TOWN BOTTOMS,The Hills Shire,Macquarie,,,
2756,SACKVILLE,The Hills Shire,Macquarie,,,
2756,SACKVILLE NORTH,The Hills Shire,Macquarie,,,
2756,SCHEYVILLE,The Hills Shire,Macquarie,,,
2756,SOUTH MAROOTA,The Hills Shire,Macquarie,,,
2756,SOUTH WINDSOR,The Hills Shire,Macquarie,,,
2756,UPPER COLO,The Hills Shire,Macquarie,,,
2756,WILBERFORCE,The Hills Shire,Macquarie,,,
2756,WINDSOR,The Hills Shire,Macquarie,,,
2756,WINDSOR DOWNS,The Hills Shire,Macquarie,,,
2756,WOMERAH,Hawkesbury,Macquarie,,,
2757,KURMOND,Penrith,Macquarie,,,
2758,BERAMBING,Hawkesbury,Macquarie,,,
2758,BILPIN,Hawkesbury,Macquarie,,,
2758,BLAXLANDS RIDGE,Hawkesbury,Macquarie,,,
2758,EAST KURRAJONG,Hawkesbury,Macquarie,,,
2758,KURRAJONG,Hawkesbury,Macquarie,,,
2758,KURRAJONG HEIGHTS,Hawkesbury,Macquarie,,,
2758,KURRAJONG HILLS,Hawkesbury,Macquarie,,,
2758,MOUNT TOMAH,Hawkesbury,Macquarie,,,
2758,MOUNTAIN LAGOON,Hawkesbury,Macquarie,,,
2758,THE DEVILS WILDERNESS,Blue Mountains,Macquarie,,,
2758,WHEENY CREEK,Hawkesbury,Macquarie,,,
2759,ERSKINE PARK,Penrith,McMahon,,,
2759,ST CLAIR,Penrith,McMahon,,,
2760,COLYTON,Penrith,Lindsay,,,
2760,NORTH ST MARYS,Penrith,Lindsay,,,
2760,OXLEY PARK,Penrith,Lindsay,,,
2760,ROPES CROSSING,Penrith,Lindsay,,,
2760,ST MARYS,Penrith,Lindsay,,,
2760,ST MARYS EAST,Penrith,Lindsay,,,
2760,ST MARYS SOUTH,Penrith,Lindsay,,,
2761,COLEBEE,Blacktown,Chifley,,,
2761,DEAN PARK,Blacktown,Chifley,,,
2761,GLENDENNING,Blacktown,Chifley,,,
2761,GLENDENNING DC,Blacktown,Chifley,,,
2761,HASSALL GROVE,Blacktown,Chifley,,,
2761,OAKHURST,Blacktown,Chifley,,,
2761,PLUMPTON,Blacktown,Chifley,,,
2762,SCHOFIELDS,Blacktown,Greenway,,,
2762,TALLAWONG,Blacktown,Greenway,,,
2763,ACACIA GARDENS,Blacktown,Greenway,,,
2763,NIRIMBA FIELDS,Blacktown,Greenway,,,
2763,QUAKERS HILL,Blacktown,Greenway,,,
2765,ANGUS,Blacktown,Mitchell,,,
2765,BERKSHIRE PARK,Blacktown,Mitchell,,,
2765,BOX HILL,Blacktown,Mitchell,,,
2765,GABLES,Blacktown,Mitchell,,,
2765,GRANTHAM FARM,Blacktown,Mitchell,,,
2765,MARAYLYA,Blacktown,Mitchell,,,
2765,MARSDEN PARK,Blacktown,Mitchell,,,
2765,MELONBA,Blacktown,Mitchell,,,
2765,NELSON,Blacktown,Mitchell,,,
2765,OAKVILLE,Blacktown,Mitchell,,,
2765,RICHARDS,Blacktown,Mitchell,,,
2765,RIVERSTONE,Blacktown,Mitchell,,,
2765,VINEYARD,Blacktown,Mitchell,,,
2766,EASTERN CREEK,Fairfield,McMahon,,,
2766,ROOTY HILL,Fairfield,McMahon,,,
2767,BUNGARRIBEE,Blacktown,Chifley,,,
2767,DOONSIDE,Blacktown,Chifley,,,
2767,WOODCROFT,Blacktown,Chifley,,,
2768,GLENWOOD,Blacktown,Greenway,,,
2768,PARKLEA,Blacktown,Greenway,,,
2768,STANHOPE GARDENS,Blacktown,Greenway,,,
2769,THE PONDS,Blacktown,Greenway,,,
2770,BIDWILL,Blacktown,McMahon,,,
2770,BLACKETT,Blacktown,McMahon,,,
2770,DHARRUK,Blacktown,McMahon,,,
2770,EMERTON,Blacktown,McMahon,,,
2770,HEBERSHAM,Blacktown,McMahon,,,
2770,LETHBRIDGE PARK,Blacktown,McMahon,,,
2770,MINCHINBURY,Blacktown,McMahon,,,
2770,MOUNT DRUITT,Blacktown,McMahon,,,
2770,MOUNT DRUITT VILLAGE,Blacktown,McMahon,,,
2770,SHALVEY,Blacktown,McMahon,,,
2770,TREGEAR,Blacktown,McMahon,,,
2770,WHALAN,Blacktown,McMahon,,,
2770,WILLMOT,Blacktown,McMahon,,,
2773,GLENBROOK,Penrith,Macquarie,,,
2773,LAPSTONE,Penrith,Macquarie,,,
2774,BLAXLAND,Penrith,Macquarie,,,
2774,BLAXLAND EAST,Penrith,Macquarie,,,
2774,MOUNT RIVERVIEW,Penrith,Macquarie,,,
2774,WARRIMOO,Penrith,Macquarie,,,
2775,CENTRAL MACDONALD,Hawkesbury,Robertson,,,
2775,FERNANCES,Hawkesbury,Robertson,,,
2775,GUNDERMAN,Hawkesbury,Robertson,,,
2775,HIGHER MACDONALD,Hawkesbury,Robertson,,,
2775,LAUGHTONDALE,Hawkesbury,Robertson,,,
2775,LEETS VALE,The Hills Shire,Robertson,,,
2775,LOWER HAWKESBURY,Hawkesbury,Robertson,,,
2775,LOWER MACDONALD,Hawkesbury,Robertson,,,
2775,MARLOW,Hawkesbury,Robertson,,,
2775,MOGO CREEK,Central Coast,Robertson,,,
2775,PERRYS CROSSING,Hawkesbury,Robertson,,,
2775,SINGLETONS MILL,Hornsby,Robertson,,,
2775,SPENCER,Hawkesbury,Robertson,,,
2775,ST ALBANS,Hawkesbury,Robertson,,,
2775,UPPER MACDONALD,Hawkesbury,Robertson,,,
2775,WEBBS CREEK,Hawkesbury,Robertson,,,
2775,WISEMANS FERRY,Hawkesbury,Robertson,,,
2775,WRIGHTS CREEK,Central Coast,Robertson,,,
2776,FAULCONBRIDGE,Blue Mountains,Macquarie,,,
2777,HAWKESBURY HEIGHTS,Penrith,Macquarie,,,
2777,SPRINGWOOD,Penrith,Macquarie,,,
2777,SUN VALLEY,Penrith,Macquarie,,,
2777,VALLEY HEIGHTS,Penrith,Macquarie,,,
2777,WINMALEE,Penrith,Macquarie,,,
2777,YELLOW ROCK,Penrith,Macquarie,,,
2778,LINDEN,Blue Mountains,Macquarie,,,
2778,WOODFORD,Blue Mountains,Macquarie,,,
2779,HAZELBROOK,Blue Mountains,Macquarie,,,
2780,KATOOMBA,Blue Mountains,Macquarie,,,
2780,KATOOMBA DC,Blue Mountains,Macquarie,,,
2780,LEURA,Blue Mountains,Macquarie,,,
2780,MEDLOW BATH,Blue Mountains,Macquarie,,,
2780,YOSEMITE,Blue Mountains,Macquarie,,,
2782,WENTWORTH FALLS,Blue Mountains,Macquarie,,,
2783,LAWSON,Blue Mountains,Macquarie,,,
2784,BULLABURRA,Blue Mountains,Macquarie,,,
2785,BLACKHEATH,Blue Mountains,Macquarie,,,
2785,MEGALONG,Blue Mountains,Macquarie,,,
2785,MEGALONG VALLEY,Blue Mountains,Macquarie,,,
2785,SHIPLEY,Blue Mountains,Macquarie,,,
2786,BELL,Blue Mountains,Macquarie,,,
2786,DARGAN,Blue Mountains,Macquarie,,,
2786,MOUNT IRVINE,Blue Mountains,Macquarie,,,
2786,MOUNT VICTORIA,Blue Mountains,Macquarie,,,
2786,MOUNT WILSON,Blue Mountains,Macquarie,,,
2787,BLACK SPRINGS,Wollondilly,Hume,,,
2787,CHATHAM VALLEY,Wollondilly,Hume,,,
2787,DUCKMALOI,Wollondilly,Hume,,,
2787,EDITH,Wollondilly,Hume,,,
2787,ESSINGTON,Oberon,Hume,,,
2787,GINGKIN,Wollondilly,Hume,,,
2787,GURNANG,Wollondilly,Hume,,,
2787,HAZELGROVE,Wollondilly,Hume,,,
2787,JAUNTER,Wollondilly,Hume,,,
2787,KANANGRA,Wollondilly,Hume,,,
2787,MAYFIELD,Wollondilly,Hume,,,
2787,MOUNT OLIVE,Wollondilly,Hume,,,
2787,MOUNT WERONG,Wollondilly,Hume,,,
2787,MOZART,Wollondilly,Hume,,,
2787,NORWAY,Wollondilly,Hume,,,
2787,OBERON,Wollondilly,Hume,,,
2787,PORTERS RETREAT,Wollondilly,Hume,,,
2787,SHOOTERS HILL,Wollondilly,Hume,,,
2787,TARANA,Wollondilly,Hume,,,
2787,THE MEADOWS,Wollondilly,Hume,,,
2787,YERRANDERIE,Wollondilly,Hume,,,
2790,BEN BULLEN,Lithgow,Calare,,,
2790,BLACKMANS FLAT,Lithgow,Calare,,,
2790,BOWENFELS,Lithgow,Calare,,,
2790,CLARENCE,Lithgow,Calare,,,
2790,CLARENCE,Lithgow,Calare,,,
2790,COBAR PARK,Lithgow,Calare,,,
2790,CORNEY TOWN,Lithgow,Calare,,,
2790,CULLEN BULLEN,Lithgow,Calare,,,
2790,DOCTORS GAP,Lithgow,Calare,,,
2790,GANBENANG,Lithgow,Calare,,,
2790,GOOD FOREST,Blue Mountains,Calare,,,
2790,HAMPTON,Lithgow,Calare,,,
2790,HARTLEY,Lithgow,Calare,,,
2790,HARTLEY VALE,Lithgow,Calare,,,
2790,HASSANS WALLS,Lithgow,Calare,,,
2790,HERMITAGE FLAT,Lithgow,Calare,,,
2790,JENOLAN,Lithgow,Calare,,,
2790,JENOLAN CAVES,Lithgow,Calare,,,
2790,KANIMBLA,Lithgow,Calare,,,
2790,LIDSDALE,Lithgow,Calare,,,
2790,LITHGOW,Lithgow,Calare,,,
2790,LITHGOW DC,Lithgow,Calare,,,
2790,LITTLE HARTLEY,Lithgow,Calare,,,
2790,LITTLETON,Lithgow,Calare,,,
2790,LOWTHER,Lithgow,Calare,,,
2790,MARRANGAROO,Lithgow,Calare,,,
2790,MCKELLARS PARK,Lithgow,Calare,,,
2790,MORTS ESTATE,Lithgow,Calare,,,
2790,MOUNT LAMBIE,Lithgow,Calare,,,
2790,NEWNES,Lithgow,Calare,,,
2790,NEWNES PLATEAU,Lithgow,Calare,,,
2790,OAKEY PARK,Lithgow,Calare,,,
2790,OAKY PARK,Lithgow,Calare,,,
2790,POTTERY ESTATE,Lithgow,Calare,,,
2790,RYDAL,Lithgow,Calare,,,
2790,SHEEDYS GULLY,Lithgow,Calare,,,
2790,SODWALLS,Lithgow,Calare,,,
2790,SOUTH BOWENFELS,Lithgow,Calare,,,
2790,SOUTH LITTLETON,Lithgow,Calare,,,
2790,SPRINGVALE,Lithgow,Calare,,,
2790,STATE MINE GULLY,Lithgow,Calare,,,
2790,VALE OF CLWYDD,Lithgow,Calare,,,
2790,WOLGAN VALLEY,Lithgow,Calare,,,
2790,WOLLANGAMBE,Lithgow,Calare,,,
2791,CARCOAR,Blayney,Calare,,,
2791,ERROWANBANG,Blayney,Calare,,,
2792,BURNT YARDS,Blayney,Riverina,,,
2792,MANDURAMA,Blayney,Riverina,,,
2793,DARBYS FALLS,Cowra,Riverina,,,
2793,MOUNT MCDONALD,Cowra,Riverina,,,
2793,ROSEBERG,Blayney,Riverina,,,
2793,WOODSTOCK,Cowra,Riverina,,,
2794,BUMBALDRY,Cowra,Riverina,,,
2794,COWRA,Cowra,Riverina,,,
2794,HOVELLS CREEK,Cowra,Riverina,,,
2794,MOUNT COLLINS,Cowra,Riverina,,,
2794,NOONBINNA,Cowra,Riverina,,,
2794,WATTAMONDARA,Cowra,Riverina,,,
2794,WESTVILLE,Cowra,Riverina,,,
2795,ABERCROMBIE,Oberon,Calare,,,
2795,ABERCROMBIE RIVER,Blayney,Calare,,,
2795,ARKELL,Oberon,Calare,,,
2795,ARKSTONE,Oberon,Calare,,,
2795,BALD RIDGE,Oberon,Calare,,,
2795,BALLYROE,Oberon,Calare,,,
2795,BATHAMPTON,Oberon,Calare,,,
2795,BATHURST,Oberon,Calare,,,
2795,BATHURST WEST,Bathurst Regional,Calare,,,
2795,BILLYWILLINGA,Oberon,Calare,,,
2795,BOX RIDGE,Oberon,Calare,,,
2795,BREWONGLE,Oberon,Calare,,,
2795,BRUINBUN,Oberon,Calare,,,
2795,BURRAGA,Oberon,Calare,,,
2795,CALOOLA,Oberon,Calare,,,
2795,CHARLES STURT UNIVERSITY,Oberon,Calare,,,
2795,CHARLTON,Oberon,Calare,,,
2795,CLEAR CREEK,Oberon,Calare,,,
2795,COLO,Oberon,Calare,,,
2795,COPPERHANNIA,Oberon,Calare,,,
2795,COW FLAT,Oberon,Calare,,,
2795,CRUDINE,Oberon,Calare,,,
2795,CURRAGH,Oberon,Calare,,,
2795,DARK CORNER,Oberon,Calare,,,
2795,DOG ROCKS,Oberon,Calare,,,
2795,DUNKELD,Oberon,Calare,,,
2795,DURAMANA,Oberon,Calare,,,
2795,EGLINTON,Oberon,Calare,,,
2795,ESSINGTON,Oberon,Calare,,,
2795,EVANS PLAINS,Oberon,Calare,,,
2795,FITZGERALDS VALLEY,Oberon,Calare,,,
2795,FOREST GROVE,Oberon,Calare,,,
2795,FOSTERS VALLEY,Oberon,Calare,,,
2795,FREEMANTLE,Oberon,Calare,,,
2795,GARTHOWEN,Oberon,Calare,,,
2795,GEMALLA,Oberon,Calare,,,
2795,GEORGES PLAINS,Oberon,Calare,,,
2795,GILMANDYKE,Oberon,Calare,,,
2795,GLANMIRE,Oberon,Calare,,,
2795,GORMANS HILL,Oberon,Calare,,,
2795,GOWAN,Oberon,Calare,,,
2795,HOBBYS YARDS,Oberon,Calare,,,
2795,ISABELLA,Oberon,Calare,,,
2795,JEREMY,Oberon,Calare,,,
2795,JUDDS CREEK,Oberon,Calare,,,
2795,KELSO,Oberon,Calare,,,
2795,KILLONGBUTTA,Oberon,Calare,,,
2795,KIRKCONNELL,Oberon,Calare,,,
2795,LAFFING WATERS,Oberon,Calare,,,
2795,LIMEKILNS,Oberon,Calare,,,
2795,LLANARTH,Oberon,Calare,,,
2795,LOCKSLEY,Oberon,Calare,,,
2795,MEADOW FLAT,Oberon,Calare,,,
2795,MILKERS FLAT,Oberon,Calare,,,
2795,MILLAH MURRAH,Oberon,Calare,,,
2795,MITCHELL,Oberon,Calare,,,
2795,MOORILDA,Oberon,Calare,,,
2795,MOUNT DAVID,Oberon,Calare,,,
2795,MOUNT PANORAMA,Oberon,Calare,,,
2795,MOUNT RANKIN,Oberon,Calare,,,
2795,NAPOLEON REEF,Oberon,Calare,,,
2795,NEWBRIDGE,Oberon,Calare,,,
2795,O���CONNELL,Blayney,Calare,,,
2795,OCONNELL,Oberon,Calare,,,
2795,O'CONNELL,Oberon,Calare,,,
2795,ORTON PARK,Oberon,Calare,,,
2795,PALING YARDS,Oberon,Calare,,,
2795,PALMERS OAKY,Oberon,Calare,,,
2795,PEEL,Oberon,Calare,,,
2795,PERTHVILLE,Oberon,Calare,,,
2795,RAGLAN,Oberon,Calare,,,
2795,ROBIN HILL,Oberon,Calare,,,
2795,ROCK FOREST,Oberon,Calare,,,
2795,ROCKLEY,Oberon,Calare,,,
2795,ROCKLEY MOUNT,Oberon,Calare,,,
2795,SOFALA,Oberon,Calare,,,
2795,SOUTH BATHURST,Oberon,Calare,,,
2795,STEWARTS MOUNT,Oberon,Calare,,,
2795,SUNNY CORNER,Oberon,Calare,,,
2795,TAMBAROORA,Oberon,Calare,,,
2795,TANNAS MOUNT,Bathurst Regional,Calare,,,
2795,THE LAGOON,Oberon,Calare,,,
2795,THE ROCKS,Oberon,Calare,,,
2795,TRIANGLE FLAT,Oberon,Calare,,,
2795,TRUNKEY,Oberon,Calare,,,
2795,TRUNKEY CREEK,Blayney,Calare,,,
2795,TURONDALE,Oberon,Calare,,,
2795,TWENTY FORESTS,Oberon,Calare,,,
2795,UPPER TURON,Oberon,Calare,,,
2795,WALANG,Oberon,Calare,,,
2795,WAMBOOL,Oberon,Calare,,,
2795,WATTLE FLAT,Oberon,Calare,,,
2795,WATTON,Oberon,Calare,,,
2795,WEST BATHURST,Oberon,Calare,,,
2795,WHITE ROCK,Oberon,Calare,,,
2795,WIAGDON,Oberon,Calare,,,
2795,WIMBLEDON,Oberon,Calare,,,
2795,WINBURNDALE,Oberon,Calare,,,
2795,WINDRADYNE,Oberon,Calare,,,
2795,WISEMANS CREEK,Oberon,Calare,,,
2795,YARRAS,Oberon,Calare,,,
2795,YETHOLME,Oberon,Calare,,,
2797,GARLAND,Blayney,Riverina,,,
2797,LYNDHURST,Blayney,Riverina,,,
2798,BENEREE,Blayney,Calare,,,
2798,BYNG,Blayney,Calare,,,
2798,FLYERS CREEK,Blayney,Calare,,,
2798,FOREST REEFS,Blayney,Calare,,,
2798,GUYONG,Blayney,Calare,,,
2798,MILLTHORPE,Blayney,Calare,,,
2798,SPRING TERRACE,Blayney,Calare,,,
2798,TALLWOOD,Blayney,Calare,,,
2799,BARRY,Blayney,Riverina,,,
2799,BLAYNEY,Blayney,Riverina,,,
2799,BROWNS CREEK,Blayney,Riverina,,,
2799,FITZGERALDS MOUNT,Blayney,Riverina,,,
2799,KINGS PLAINS,Blayney,Riverina,,,
2799,NEVILLE,Blayney,Riverina,,,
2799,VITTORIA,Blayney,Riverina,,,
2800,AMMERDOWN,Orange,Calare,,,
2800,BELGRAVIA,Orange,Calare,,,
2800,BLETCHINGTON,Orange,Calare,,,
2800,BLOOMFIELD,Orange,Calare,,,
2800,BOREE,Cabonne,Calare,,,
2800,BORENORE,Orange,Calare,,,
2800,BOWEN,Orange,Calare,,,
2800,BYNG,Orange,Calare,,,
2800,CADIA,Orange,Calare,,,
2800,CALARE,Orange,Calare,,,
2800,CANOBOLAS,Orange,Calare,,,
2800,CARGO,Orange,Calare,,,
2800,CHEESEMANS CREEK,Orange,Calare,,,
2800,CLERGATE,Orange,Calare,,,
2800,CLIFTON GROVE,Orange,Calare,,,
2800,CRANBURY,Orange,Calare,,,
2800,CULLYA,Orange,Calare,,,
2800,EMU SWAMP,Orange,Calare,,,
2800,FOUR MILE CREEK,Orange,Calare,,,
2800,GLENROI,Orange,Calare,,,
2800,HUNTLEY,Orange,Calare,,,
2800,KALEENTHA,Orange,Calare,,,
2800,KANGAROOBIE,Orange,Calare,,,
2800,KERRS CREEK,Orange,Calare,,,
2800,LEWIS PONDS,Orange,Calare,,,
2800,LIDSTER,Orange,Calare,,,
2800,LONG POINT,Orange,Calare,,,
2800,LOWER LEWIS PONDS,Orange,Calare,,,
2800,LUCKNOW,Orange,Calare,,,
2800,MARCH,Orange,Calare,,,
2800,MULLION CREEK,Orange,Calare,,,
2800,NARRAMBLA,Orange,Calare,,,
2800,NASHDALE,Orange,Calare,,,
2800,OPHIR,Orange,Calare,,,
2800,ORANGE,Orange,Calare,,,
2800,ORANGE DC,Orange,Calare,,,
2800,ORANGE EAST,Orange,Calare,,,
2800,ORANGE MOULDER STREET,Orange,Calare,,,
2800,PANUARA,Orange,Calare,,,
2800,PINNACLE,Orange,Calare,,,
2800,SHADFORTH,Orange,Calare,,,
2800,SPRING CREEK,Orange,Calare,,,
2800,SPRING HILL,Orange,Calare,,,
2800,SPRINGSIDE,Orange,Calare,,,
2800,SUMA PARK,Orange,Calare,,,
2800,SUMMER HILL,Orange,Calare,,,
2800,SUMMER HILL CREEK,Orange,Calare,,,
2800,TOWAC,Orange,Calare,,,
2800,WALDEGRAVE,Orange,Calare,,,
2800,WARRENDINE,Orange,Calare,,,
2800,WINDERA,Orange,Calare,,,
2803,BENDICK MURRELL,Hilltops,Riverina,,,
2803,CROWTHER,Hilltops,Riverina,,,
2803,WIRRIMAH,Hilltops,Riverina,,,
2804,BILLIMARI,Cowra,Riverina,,,
2804,BURDETT,Cowra,Riverina,,,
2804,CANOWINDRA,Cowra,Riverina,,,
2804,MOORBEL,Cowra,Riverina,,,
2804,NYRANG CREEK,Cowra,Riverina,,,
2805,GOOLOOGONG,Cowra,Riverina,,,
2806,EUGOWRA,Cabonne,Riverina,,,
2806,NANAMI,Cabonne,Riverina,,,
2806,TRAJERE,Cabonne,Riverina,,,
2807,KOORAWATHA,Cowra,Riverina,,,
2808,WYANGALA,Cowra,Riverina,,,
2809,GREENETHORPE,Cowra,Riverina,,,
2810,BIMBI,Weddin,Riverina,,,
2810,CARAGABAL,Weddin,Riverina,,,
2810,GLENELG,Weddin,Riverina,,,
2810,GRENFELL,Weddin,Riverina,,,
2810,PINEY RANGE,Weddin,Riverina,,,
2810,PINNACLE,Weddin,Riverina,,,
2810,PULLABOOKA,Weddin,Riverina,,,
2810,WARRADERRY,Weddin,Riverina,,,
2817,TONDERBURINE,Gilgandra,Parkes,,,
2817,TOORAWEENAH,Gilgandra,Parkes,,,
2818,BENOLONG,Dubbo Regional,Calare,,,
2818,GEURIE,Dubbo Regional,Calare,,,
2818,PONTO,Dubbo Regional,Calare,,,
2818,TERRABELLA,Dubbo Regional,Calare,,,
2820,APSLEY,Dubbo Regional,Calare,,,
2820,ARTHURVILLE,Dubbo Regional,Calare,,,
